77.861,71.143,44.949
48.789,101.88,69.59
85.991,94.305,91.144
89.754,75.594,87.348
78.494,88.22,87.069
69.338,96.706,94.853
48.083,76.04,76.489
76.652,97.118,76.987
58.232,103.86,91.373
75.478,84.063,88.667
102.08,111.29,79.455
65.595,71.389,80.987
46.294,101.8,85.864
81.966,97.767,47.964
58.301,94.122,75.766
75.329,73.982,77.775
74.909,98.959,82.48
94.02,74.211,71.331
63.048,88.062,60.671
48.309,40.479,105.95
88.108,85.605,77.982
71.455,58.426,56.129
45.078,46.991,62.131
81.042,100.6,69.604
65.74,69.394,79.542
85.758,73.877,92.638
72.317,111.3,75.204
121.1,78.513,51.681
97.792,88.18,92.863
46.03,104.08,55.244
102.02,71.404,63.914
86.047,61.495,70.021
63.782,90.625,108.65
84.486,88.635,99.246
73.915,37.068,111.4
76.069,73.569,94.365
62.913,69.353,65.813
93.732,69.653,97.969
85.872,65.641,44.845
87.771,90.49,104.31
78.517,74.596,89.18
56.808,61.513,70.877
93.657,80.518,116.23
86.155,89.345,51.437
88.553,88.144,87.078
21.136,77.165,97.964
56.686,48.43,66.985
75.993,49.381,80.89
76.755,97.839,69.339
66.816,32.296,83.34
75.942,74.038,102.54
88.086,71.607,120.68
70.171,101.63,101.79
54.504,84.969,95.004
97.234,73.264,78.273
59.074,76.898,61.596
81.184,75.681,65.275
62.295,71.785,101.91
61.777,95.673,72.76
89.402,81.286,85.626
92.918,65.273,79.905
67.901,76.218,75.164
100.43,81.315,70.179
48.948,91.303,66.844
77.042,111.89,78.159
72.357,67.808,40.175
89.887,44.71,88.615
86.941,64.72,112.89
94.957,52.196,76.143
86.421,62.022,92.178
70.846,78.75,70.174
91.859,66.133,72.926
87.385,109,35.026
53.342,98.665,78.732
72.475,49.463,53.732
115.86,55.966,34.81
67.83,80.873,86.716
48.699,60.173,85.97
84.953,60.461,109.52
74.54,68.491,91.904
65.826,69.001,87.849
87.509,77.009,91.899
80.04,97.268,78.386
61.635,94.201,131.21
60.213,78.952,115.61
67.255,46.181,73.189
127.27,100.11,92.145
70.791,80.962,69.017
83.078,70.069,79.408
71.747,105.29,113.1
87.508,61.293,93.048
92.615,99.97,95.36
73.463,98.11,57.279
84.106,79.396,106.11
114.12,108.39,43.559
67.848,85.791,83.416
97.4,79.56,75.267
86.149,52.641,102.61
94.147,85.115,104.87
81.254,85.906,18.898
79.125,85.94,78.731
52.299,75.127,66.302
72.636,88.648,82.302
37.31,62.983,107.23
100.63,106.66,108.24
75.385,65.219,94.595
100.79,67.694,93.723
92.262,105.08,100.77
62.705,114.36,49.309
47.544,68.155,54.699
84.441,132.26,57.971
67.863,102.46,96.054
88.936,71.17,78.93
108.49,80.976,76.29
56.606,103.86,73.416
115.53,96.38,63.092
101.56,79.591,135.98
69.81,39.996,60.923
47.372,38.728,83.33
74.766,98.62,101.08
91.121,106.17,87.576
60.879,15.673,77.768
91.975,82.119,108.81
82.72,98.846,117.94
45.991,50.09,73.946
120.25,72.946,79.241
