99.609,99.025
62.44,73.533
141.81,108.78
115.31,159.16
109.52,117.81
93.796,98.939
118.19,85.105
69.062,95.026
68.144,102.7
75.128,97.121
117.94,98.869
76.333,79.229
110.39,87.32
95.297,103.88
76.844,105.89
50.005,77.045
118.2,107.94
88.197,67.674
84.321,88.557
68.842,102.36
122.36,111.7
105.13,117.74
82.597,97.193
126.8,122.33
105.9,105.83
96.406,89.21
86.299,50.508
101.42,126.44
120.49,113.54
102.79,128.79
121.05,128.25
96.179,64.84
88.721,75.937
107.69,112.32
90.968,116.34
99.009,103.33
85.168,100.41
90.644,60.76
82.582,50.483
93.873,112.31
106.66,121.18
85.792,118.82
95.232,99.977
118.21,82.655
88.606,74.483
88.962,76.536
92.625,97.905
106.15,104.82
104.63,78.397
70.868,75.103
67.851,95.143
105.47,114.02
113.5,92.662
119.09,105.44
75.238,110.47
86.758,117.02
64.069,78.208
93.774,87.864
101.47,99.462
76.526,119.87
149.44,147.26
120.77,103.13
59.6,64.499
131.84,117.2
131.34,103.97
120.32,91.433
77.431,89.559
105.24,88.148
109.55,111.64
90.615,97.271
95.184,92.419
83.274,80.104
86.402,98.131
125.21,104.46
72.534,103.86
83.803,115.83
77.192,82.376
104.54,82.168
66.106,98.318
96.09,88.149
88.322,120.05
82.219,105.59
119.98,117.19
71.756,91.465
113.14,81.356
91.994,107.67
92.629,117.8
96.518,118.34
113.94,94.056
106.65,59.913
123.17,84.311
135.72,142.85
120.78,98.593
74.982,91.527
113.9,113.31
89.87,83.566
94.797,68.676
67.72,106.39
59.188,70.565
103.3,120.65
107.83,93.293
53.283,68.922
76.402,52.013
71.169,107.13
65.536,90.154
113.17,107.96
123.59,106.36
85.91,114.05
59.94,82.514
67.642,76.157
117.02,95.576
89.78,96.101
84.706,96.896
98.155,95.546
100.91,89.903
99.745,107.34
124.27,100.43
126.79,87.036
85.641,112.02
142.52,99.397
98.17,109.7
89.291,97.937
95.929,52.651
91.293,85.187
127.81,83.578
99.431,88.308
122.51,48.822
82.744,116.77
111.88,88.352
114.39,89.44
125.98,76.581
74.004,93.786
89.684,52.336
120.41,121.75
65.247,47.295
92.666,117.31
98.442,111.49
119.65,108.66
103.95,105.85
72.723,78.586
105.29,130.88
99.644,87.13
107.74,116.77
104.87,121.82
131.43,123.15
119.38,120.88
104.94,87.064
96.736,105.29
74.025,84.357
109.03,127.58
69.399,81.858
121.03,91.895
104.76,115.02
102.14,86.643
124.02,131.7
87.964,84.367
112.3,82.728
96.771,60.032
106.71,71.603
107.62,71.681
120.54,142.43
83.614,115.24
120.73,104.05
112.4,91.065
102.82,86.449
71.948,122.79
94.768,89.168
110.57,120.13
112.87,114.2
104.03,85.218
78.748,103.55
94.794,60.832
81.786,82.863
107.92,78.844
84.52,82.599
77.336,55.117
109.53,118.64
120.31,97.902
101.2,114.89
104.29,88.217
45.661,36.415
110.58,102.11
104.79,80.728
100.7,93.578
86.333,106.33
62.317,71.536
84.305,67.844
97.839,85.79
95.713,92.33
80.556,74.294
74.348,91.323
87.656,119.44
81.998,95.102
82.564,75.958
106.33,88.274
93.713,86.394
92.405,105.49
122.3,110.84
66.953,110.95
45.999,45.827
128.78,89.988
79.639,105.33
107.52,100.52
108.74,89.439
100.88,79.711
86.177,98.363
87.789,101.52
90.948,102.92
59.29,113.49
101.95,124.44
105.46,134.35
85.849,102.37
89.059,83.095
72.936,83.914
112.48,112.88
91.618,82.576
62.464,87.842
69.02,132.92
79.287,100.89
94.609,106.61
111.93,75.856
98.299,75.454
113.27,96.348
96.212,67.485
119.24,133.09
41.794,96.996
68.28,55.559
86.009,68.815
74.441,67.549
94.311,88.898
66.384,63.212
117.84,106.2
103.2,106.3
68.5,79.233
87.108,92.776
100.65,90.918
86.347,72.62
113.54,98.587
81.588,98.593
102.11,85.073
133.41,147.76
116.31,82.879
91.788,105
99.567,97.284
65.295,105.85
118.82,102.46
75.748,69.551
144.54,110.03
94.121,116.81
131.81,104.2
70.575,76.519
76.95,67.949
101.72,100.8
99.567,82.299
98.673,79.556
87.026,135.33
85.223,75.173
89.331,78.711
108.35,108.57
94.208,100.48
89.066,64.82
91.069,148.86
115.46,85.184
65.058,74.394
82.647,61.723
94.517,116.06
93.57,75.075
90.765,106.35
107.95,109.9
92.302,119.74
133.53,101.12
110.12,93.309
118.35,98.483
116.75,98.526
84.406,101.7
112.14,109.17
75.353,56.034
79.493,78.232
90.869,121.93
103.06,106.22
76.287,69.198
97.038,79.129
49.233,85.663
70.96,81.068
80.789,95.331
91.578,86.446
109.63,108.99
92.392,92.577
74.11,120.35
105.6,56.872
99.115,106.3
118.06,115.24
86.73,102.51
92.142,104.69
81.565,64.352
71.109,95.316
106.13,103.7
107.78,89.706
118.55,119.86
82.02,68.114
120.84,119.24
92.815,97.377
135.05,134.5
145.36,125.83
77.929,105.13
105.26,86.694
98.915,82.816
105.97,100.27
95.795,91.523
59.057,54.818
114.31,101.34
91.848,65.614
89.55,108.67
90.129,89.054
101.92,94.746
75.652,38.945
127.77,97.597
112.81,106.41
64.94,114.53
103.39,111.46
