83.129,82.399,0
49.722,63.589,0
125.06,83.764,0
86.958,141.77,0
89.544,99.899,0
77.092,83.521,0
105.38,64.029,0
52.143,84.597,0
49.588,92.778,0
58.025,85.516,0
102.26,78.417,0
63.008,66.627,0
96.803,67.959,0
77.626,88.357,0
57.985,94.293,0
36.037,69.838,0
100.64,87.813,0
77.773,52.119,0
69.385,74.68,0
50.386,92.278,0
104.19,90.865,0
84.981,100.74,0
65.79,84.035,0
106.6,101.01,0
88.26,88.181,0
81.837,72.843,0
79.372,34.634,0
79.3,110.58,0
101.86,93.172,0
80.245,112.74,0
99.37,108.38,0
86.678,47.504,0
76.597,60.618,0
88.774,94.57,0
70.52,102.24,0
81.608,87.005,0
67.798,86.852,0
81.762,44.408,0
75.506,35.382,0
74.387,97.43,0
85.856,104.01,0
64.612,105.9,0
78.371,84.303,0
105.92,61.471,0
76.781,59.127,0
76.724,61.191,0
76.087,82.688,0
88.732,87.074,0
92.654,59.866,0
58.174,63.468,0
50.857,84.972,0
86.112,96.8,0
98.928,72.876,0
102.09,85.021,0
55.359,99.397,0
65.994,103.82,0
50.445,68.119,0
79.376,71.989,0
84.977,82.467,0
54.742,108.92,0
124.99,122.26,0
104.32,82.266,0
48.646,54.77,0
112.92,94.617,0
115.15,80.937,0
106.28,70.177,0
61.999,77.159,0
91.264,69.895,0
90.86,93.466,0
74.126,82.446,0
79.896,76.44,0
70.055,66.093,0
69.558,84.219,0
108.66,82.731,0
53.918,93.079,0
63.163,103.2,0
63.247,69.727,0
91.779,63.812,0
48.378,88.642,0
81.729,71.803,0
66.992,106.65,0
63.646,92.864,0
100.57,97.074,0
55.691,80.327,0
100.9,61.176,0
73.396,92.989,0
71.947,103.41,0
75.886,103.16,0
99.093,74.237,0
98.61,40.191,0
110.74,62.163,0
111.61,120.53,0
105.27,77.539,0
59.038,79.719,0
95.043,94.298,0
76.205,68.325,0
84.439,51.788,0
48.377,96.713,0
46.953,61.174,0
82.468,104.16,0
92.888,74.715,0
41.144,60.693,0
68.749,38.263,0
51.816,96.767,0
49.485,80.257,0
95.391,88.878,0
106.58,85.046,0
65.73,100.9,0
45.247,73.465,0
54.594,65.238,0
101.98,75.18,0
73.5,81.401,0
68.049,83.286,0
82.339,79.078,0
86.381,72.627,0
81.54,91.027,0
108.52,78.728,0
113.94,64.248,0
65.871,98.848,0
127.75,73.847,0
79.406,93.819,0
72.608,83.415,0
88.957,34.86,0
77.35,69.717,0
115.72,60.434,0
85.176,71.273,0
117.44,25.334,0
61.864,104.4,0
98.134,68.725,0
100.52,69.336,0
115.28,53.525,0
57.549,82.276,0
82.517,35.833,0
100.06,101.74,0
58.112,35.673,0
72.088,102.89,0
79.316,95.631,0
102,88.261,0
86.234,88.599,0
59.381,66.71,0
82.414,114.4,0
85.644,70.001,0
87.902,99.187,0
83.859,105.05,0
111.25,100.9,0
99.174,101.05,0
91.179,68.828,0
78.832,89.522,0
59.535,72.45,0
86.995,110.18,0
55.237,70.811,0
106.93,70.509,0
85.158,97.987,0
88.349,68.973,0
101.75,111.35,0
74.053,69.556,0
99.747,62.779,0
88.296,42.373,0
96.236,52.356,0
97.167,52.248,0
95.893,123.25,0
63.09,102.62,0
104.08,83.23,0
98.116,71.442,0
89.091,68.631,0
49.364,112.92,0
80.14,73.14,0
90.148,102.1,0
93.779,95.442,0
90.61,67.096,0
60.456,91.458,0
86.07,43.618,0
67.931,69.277,0
95.988,59.646,0
70.834,68.432,0
69.076,41.302,0
89.382,100.76,0
104.93,76.916,0
81.48,98.594,0
90.259,70.165,0
39.977,28.42,0
93.91,83.325,0
92.334,62.261,0
85.396,76.499,0
67.778,92.775,0
50.01,61.534,0
73.684,53.107,0
84.043,68.981,0
80.466,76.237,0
68.435,60.607,0
58.42,79.639,0
66.426,106.15,0
65.602,81.982,0
70.18,61.922,0
92.368,69.8,0
79.619,70.47,0
74.278,90.636,0
104.3,89.979,0
46.629,101.62,0
38.368,38.153,0
115.4,66.908,0
61.013,93.132,0
91.057,82.308,0
94.637,70.512,0
88.476,62.016,0
69.275,84.508,0
70.296,87.463,0
73.296,88.26,0
38.116,105.87,0
80.274,108.39,0
81.868,117.98,0
68.099,88.749,0
75.458,68.003,0
58.493,72.215,0
93.653,94.146,0
78.232,66.93,0
46.766,78.489,0
44.204,124.08,0
61.572,88.575,0
76.34,91.343,0
100.79,55.698,0
86.675,58.119,0
97.922,76.764,0
86.161,50.253,0
96.483,113.79,0
23.328,92.33,0
59.55,43.649,0
75.256,53.764,0
63.47,54.855,0
79.72,72.954,0
55.981,52.016,0
100.62,86.08,0
85.349,89.233,0
54.847,68.264,0
71.409,78.494,0
85.905,73.737,0
74.816,57.657,0
97.73,79.041,0
64.447,85.704,0
88.639,67.345,0
108.19,126.12,0
103.89,62.101,0
73.737,90.257,0
83.448,80.594,0
45.963,96.662,0
102.42,81.98,0
64.414,56.668,0
127.64,84.497,0
73.707,102.07,0
115.59,81.081,0
57.574,65.004,0
66,54.749,0
84.958,83.806,0
86.57,64.985,0
86.21,62.314,0
62.458,122.84,0
73.113,60.55,0
76.655,63.38,0
90.246,90.523,0
77.199,85.045,0
79.273,48.965,0
63.851,136.09,0
102.52,64.68,0
52.27,63.94,0
73.232,47.077,0
74.277,101.2,0
81.828,58.709,0
72.391,91.868,0
89.554,91.987,0
71.202,105.5,0
118.03,77.514,0
95.264,74.256,0
102.76,77.931,0
101.09,78.308,0
66.735,88.355,0
94.067,90.358,0
66.819,42.67,0
66.507,64.931,0
69.253,108.08,0
85.227,89.173,0
65.049,56.188,0
84.596,62.21,0
33.438,78.975,0
57.028,69.662,0
64.295,82.472,0
77.384,70.969,0
91.488,90.691,0
76.955,77.186,0
52.124,109.93,0
98.155,37.241,0
81.098,90.083,0
98.975,95.447,0
68.987,88.715,0
74.171,89.855,0
71.557,50.041,0
54.214,84.473,0
88.951,85.912,0
93.578,70.99,0
98.517,100.16,0
71.247,53.865,0
101.03,99.038,0
76.395,82.098,0
112.66,111.97,0
125.2,100.79,0
59.274,93.273,0
91.58,68.378,0
85.783,65.659,0
89.492,82.375,0
80.719,75.379,0
50.097,44.799,0
97.962,81.744,0
82.005,49.213,0
70.642,94.542,0
75.331,73.988,0
86.431,77.46,0
70.691,24.807,0
112.76,75.045,0
95.34,87.344,0
43.786,105.77,0
84.478,94.567,0
74.439,85.453,0
81.161,66.228,0
74.191,67.56,0
60.892,80.248,0
118.3,91.931,0
69.364,32.374,0
68.73,91.807,0
49.868,50.411,0
74.021,79.461,0
84.779,87.138,0
75.89,77.72,0
71.318,74.188,0
74.403,87.073,0
79.79,88.45,0
57.358,109.52,0
69.674,89.168,0
59.182,77.351,0
99.013,44.226,0
61.426,87.903,0
71.411,83.894,0
81.721,73.778,0
98.166,82.887,0
92.068,81.874,0
69.266,114.87,0
78.907,80.939,0
79.177,62.31,0
91.777,74.484,0
129.71,112.28,0
81.137,82.791,0
79.707,63.483,0
69.674,55.018,0
89.393,85.185,0
52.985,85.906,0
80.766,90.832,0
95.704,49.316,0
81.86,76.08,0
73.239,65.21,0
62.062,103.92,0
