83.129,82.399
49.722,63.589
125.06,83.764
86.958,141.77
89.544,99.899
77.092,83.521
105.38,64.029
52.143,84.597
49.588,92.778
58.025,85.516
102.26,78.417
63.008,66.627
96.803,67.959
77.626,88.357
57.985,94.293
36.037,69.838
100.64,87.813
77.773,52.119
69.385,74.68
50.386,92.278
104.19,90.865
84.981,100.74
65.79,84.035
106.6,101.01
88.26,88.181
81.837,72.843
79.372,34.634
79.3,110.58
101.86,93.172
80.245,112.74
99.37,108.38
86.678,47.504
76.597,60.618
88.774,94.57
70.52,102.24
81.608,87.005
67.798,86.852
81.762,44.408
75.506,35.382
74.387,97.43
85.856,104.01
64.612,105.9
78.371,84.303
105.92,61.471
76.781,59.127
76.724,61.191
76.087,82.688
88.732,87.074
92.654,59.866
58.174,63.468
50.857,84.972
86.112,96.8
98.928,72.876
102.09,85.021
55.359,99.397
65.994,103.82
50.445,68.119
79.376,71.989
84.977,82.467
54.742,108.92
124.99,122.26
104.32,82.266
48.646,54.77
112.92,94.617
115.15,80.937
106.28,70.177
61.999,77.159
91.264,69.895
90.86,93.466
74.126,82.446
79.896,76.44
70.055,66.093
69.558,84.219
108.66,82.731
53.918,93.079
63.163,103.2
63.247,69.727
91.779,63.812
48.378,88.642
81.729,71.803
66.992,106.65
63.646,92.864
100.57,97.074
55.691,80.327
100.9,61.176
73.396,92.989
71.947,103.41
75.886,103.16
99.093,74.237
98.61,40.191
110.74,62.163
111.61,120.53
105.27,77.539
59.038,79.719
95.043,94.298
76.205,68.325
84.439,51.788
48.377,96.713
46.953,61.174
82.468,104.16
92.888,74.715
41.144,60.693
68.749,38.263
51.816,96.767
49.485,80.257
95.391,88.878
106.58,85.046
65.73,100.9
45.247,73.465
54.594,65.238
101.98,75.18
73.5,81.401
68.049,83.286
82.339,79.078
86.381,72.627
81.54,91.027
108.52,78.728
113.94,64.248
65.871,98.848
127.75,73.847
79.406,93.819
72.608,83.415
88.957,34.86
77.35,69.717
115.72,60.434
85.176,71.273
117.44,25.334
61.864,104.4
98.134,68.725
100.52,69.336
115.28,53.525
57.549,82.276
82.517,35.833
100.06,101.74
58.112,35.673
72.088,102.89
79.316,95.631
102,88.261
86.234,88.599
59.381,66.71
82.414,114.4
85.644,70.001
87.902,99.187
83.859,105.05
111.25,100.9
99.174,101.05
91.179,68.828
78.832,89.522
59.535,72.45
86.995,110.18
55.237,70.811
106.93,70.509
85.158,97.987
88.349,68.973
101.75,111.35
74.053,69.556
99.747,62.779
88.296,42.373
96.236,52.356
97.167,52.248
95.893,123.25
63.09,102.62
104.08,83.23
98.116,71.442
